stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding                                                                                                                                                                                                                       
55007,,Ronda,,36.7484010,-5.1619700,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                       
99117,,Ourense Turistico,,42.3503890,-7.8727770,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
61015,,Archena-Fortuna,,38.1313200,-1.2360370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
60200,,Aranjuez,,40.0348585,-3.6182315,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
61012,,Cieza,,38.2466090,-1.4217020,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
61005,,Hellin,,38.5087760,-1.6884370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
06006,,Lorca Sutullena,,37.6725714,-1.6959002,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
06002,,Alhama de Murcia,,37.8493837,-1.4145055,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
06003,,Totana,,37.7635101,-1.4956127,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
10610,,Valladolid-Universidad,,41.6602570,-4.7040370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
10602,,Cabezon del Pisuerga,,41.7372760,-4.6512940,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
10605,,Duenyas,,41.8704800,-4.5412160,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
11000,,Venta de Banyos,,41.9173600,-4.4958440,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
15001,,Grijota,,42.0492250,-4.5839540,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
15003,,Becerril,,42.1047060,-4.6471200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
15004,,Paredes de Nava,,42.1506940,-4.6975990,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
15007,,Villada,,42.2452380,-4.9705890,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
15008,,Grajal,,42.3232460,-5.0133810,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
15012,,El Burgo Ranero,,42.4257530,-5.2085920,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
15015,,Palanquinos,,42.4607160,-5.4975840,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                 
15106,,La Robla,,42.8044540,-5.6262550,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
15108,,La Pola de Gordon,,42.8540990,-5.6745240,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
15109,,Santa Lucia,,42.8751500,-5.6396130,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                 
15112,,Villamanin,,42.9367100,-5.6576370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
15113,,Busdongo,,42.9844950,-5.7053910,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
15116,,Linares-Congostinas,,43.1017430,-5.7721620,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
15401,,Calzada de Asturias,,43.534132,-5.70981,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
15218,,Oviedo-Llamaquique,,43.355864,-5.855475,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                            
15200,,Ujo,,43.20702,-5.791496,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                            
15120,,Campomanes,,43.11112,-5.814196,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
15118,,Puente de Los Fierros,,43.07152,-5.769496,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                          
23000,,Redondela-Picota,,42.2868660,-8.6071180,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
23009,,Catoira,,42.6721660,-8.7252910,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
23010,,Pontecesures,,42.7229850,-8.6521300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
23011,,Padron,,42.7389670,-8.6526140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
23018,,Pontevedra-Universidad,,42.4382650,-8.6301210,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
31415,,Ordes,,43.0375440,-8.4484470,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
31411,,Uxes,,43.2973740,-8.4444040,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                        
23005,,Portela,,42.5178010,-8.6546090,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
23013,,Osebe,,42.8252980,-8.6158400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
23001,,Cesantes,,42.3102580,-8.6165410,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
20002,,Quintana-Raneros,,42.5500850,-5.6377890,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
20008,,Villavante,,42.4645800,-5.8389140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
20005,,Veguellina,,42.4335000,-5.8875600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
20006,,Barrientos,,42.4143010,-5.9639880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
20007,,Nistal,,42.4244620,-6.0080300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
20102,,Vega-Magaz,,42.5537600,-6.0682670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
20103,,Porqueros,,42.5989350,-6.1082380,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
20104,,Branyuelas,,42.6326310,-6.2010020,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
20106,,La Granja de San Vicente,,42.6148740,-6.2824950,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
20109,,Torre del Bierzo,,42.5955780,-6.3290830,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
20113,,San Miguel de Las Duenyas,,42.5863920,-6.5237760,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
20203,,Villadepalos,,42.5368600,-6.7511090,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
20204,,Toral de Los Vados,,42.5410520,-6.7767030,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                          
20207,,Covas,,42.4753260,-6.8308780,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
20208,,Querenyo,,42.4207040,-6.8294860,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
20210,,Sobradelo,,42.4148590,-6.9119510,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
20212,,Vilamartin de Valdeorras,,42.4118290,-7.0611850,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
20214,,Montefurado,,42.3940200,-7.1984000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                 
20218,,A Pobra Do Brollon,,42.5336820,-7.4000880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                          
22001,,Canabal,,42.4828820,-7.5877330,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
22002,,Areas,,42.4577990,-7.6287900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
22003,,San Estevo Do Sil,,42.4269210,-7.6616760,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                           
22004,,San Pedro Do Sil,,42.4413530,-7.7041200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
22005,,Os Peares,,42.4514390,-7.7355230,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
22006,,Barra de Minyo,,42.4010950,-7.8025670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                              
22102,,Ribadavia,,42.2931000,-8.1392610,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
22103,,Filgueira,,42.2199170,-8.1847880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
22104,,Frieira,,42.1548820,-8.2010360,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
22105,,Pousa-Crecente,,42.1367050,-8.2348890,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                              
22106,,Arbo,,42.1070580,-8.3002470,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                        
22107,,Sela,,42.0920920,-8.3559980,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                        
22108,,As Neves,,42.0754620,-8.4200740,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
22109,,Salvaterra de Minyo,,42.0816400,-8.4951410,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
22110,,Caldelas,,42.0558130,-8.5663430,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
20410,,Elvinya-Universidade,,43.3352220,-8.4130610,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
20404,,O Burgo Santiago,,43.3178410,-8.3687500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
20403,,Cambre,,43.2905020,-8.3521040,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
20402,,Cecebre,,43.2879130,-8.3077670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
20320,,Oza Dos Rios,,43.2187700,-8.1871110,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
20319,,Cesuras,,43.1730730,-8.2005000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
20318,,Pinyoi,,43.1279220,-8.1634980,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
20317,,Curtis,,43.1272320,-8.1431550,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
20316,,Teixeiro,,43.1414110,-8.0376900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
20314,,Guitiriz,,43.1790580,-7.8950390,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
20313,,Parga,,43.1636440,-7.8373830,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
20312,,Baamonde,,43.1734050,-7.7561280,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
20310,,Rabade,,43.1213780,-7.6248350,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
20306,,Pedrelo-Celtigos,,42.8329340,-7.3933290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                            
21008,,Perlio,,43.4723090,-8.1748370,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
21005,,Cabanas-Areal,,43.4155850,-8.1688280,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
21003,,Perbes,,43.3781970,-8.2011060,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
21002,,Minyo,,43.3494310,-8.2073130,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
31308,,Lalin,,42.6325300,-8.1427150,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
31306,,O Irixo,,42.5197190,-8.1051740,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
31304,,O Carballinyo,,42.4313400,-8.0688740,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
31303,,A Friela-Maside,,42.4114010,-8.0289670,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
51401,,Puerto Real,,36.5309277,-6.1861944,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                 
51205,,Jerez Aeropuerto,,36.751147,-6.066664,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                              
51203,,Lebrija,,36.9299735,-6.0864165,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                     
51200,,Utrera,,37.1845444,-5.7907966,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                      
51103,,Dos Hermanas,,37.2872,-5.9235192,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
51110,,Sevilla-Virgen del Rocio,,37.3628,-5.9760111,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                       
51100,,Sevilla-San Bernardo,,37.3775194,-5.9796,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                           
03100,,Jaen,,37.7798270,-3.7907980,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                                        
50407,,Villa del Rio,,37.9813310,-4.2837880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
50504,,Posadas,,37.8039860,-5.1063250,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                     
50506,,Palma del Rio,,37.7180810,-5.2927600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                               
50507,,Penyaflor,,37.7075020,-5.3416090,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
50600,,Lora del Rio,,37.6613027,-5.5295472,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                
51202,,Las Cabezas de San Juan,,37.0193453,-5.9465554,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
51409,,Cadiz-Estadio,,36.5028972,-6.2720638,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                               
51404,,Segunda Aguada,,36.5134777,-6.2770083,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                              
43021,,San Juan del Puerto,,37.3118980,-6.8410760,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
43015,,Niebla,,37.3587619,-6.6812578,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
43009,,Escacena,,37.3978120,-6.3919800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
43008,,Carrion de Los Cespedes,,37.3689550,-6.3350880,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
43005,,Benacazon,,37.3567611,-6.2082805,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                   
43012,,Villarrasa,,37.3869990,-6.5988190,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
01007,,Osuna,,37.2338990,-5.1150260,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                       
51111,,Bellavista,,37.3214916,-5.9641861,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                  
01003,,Arahal,,37.2680810,-5.5485140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
01005,,Marchena,,37.3342820,-5.4255190,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                    
55015,,Jimena de La Frontera,,36.4242000,-5.4341130,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
55013,,Gaucin,,36.5403720,-5.3868250,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                                      
55012,,Cortes de La Frontera,,36.5973640,-5.3327840,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
55011,,Jimera de Libar,,36.6606780,-5.2814730,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                             
55010,,Benaojan-Montejaque,,36.7137530,-5.2463660,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
55003,,Almargen-Canyete La Real,,37.0009850,-5.0201110,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
