route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color                                                                                                                                                                                                                                              
2210017000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
3141217000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700015410GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700010600GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1422360911GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1060060911GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1700014223GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1101417000AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1101410600AV006,1071,AVE,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                         
1541017000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
1160017000GL023,1071,ALVIA,,,2,,F2F5F5,                                                                                                                                                                                                                                                                                                                       
